,rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.realm,user.userId,user.accountLink,displayImageUrl
594,5.0,Best movie of the year so far. Every moment is weighty and meaningful. Score is top notch and perfect. The action is unlike anything I’ve ever seen in a movie.,Sam A,True,False,False,False,5.0,6d ago,Sam A,Fandango,51D16A00-E5D5-469C-BCF6-B015CE8804C3,,
595,5.0,Amazing film which lived up its expectations as a hit sequel,Anthony Rachal,True,False,False,False,5.0,6d ago,Anthony Rachal,Fandango,E972F6E0-4F2A-450E-8E93-697CB8FE202C,,
596,5.0,just as good as the first movie for a second excellent job,Cindy,True,False,False,False,5.0,6d ago,Cindy,Fandango,BF322BEE-044F-420D-BAD8-70C66EAD80AD,,
597,4.0,I really liked the movie all in it were very good probably an Oscar for it.,Daniel Poniatowski,True,False,False,False,4.0,6d ago,Daniel Poniatowski,Fandango,01af289a-18df-4009-b957-3e7d6ab02af4,,
598,5.0,Awesome movie with an excellent storyline filled with fast paced action and emotional connection. I thoroughly enjoyed this movie and definitely plan to see it again. Kudos to Tom Cruise and his crew.,Dorothy Hallmark,True,False,False,False,5.0,6d ago,Dorothy Hallmark,Fandango,c69e2d5b-7128-4b19-803c-e86ba2bdd778,,
599,3.5,"A very good sequel, but too many ""Déjà vu"" sequences in my opinion.
The aircraft-on-board cameras give us an amazing point of view during the flying scenes.
The script is a bit unrealistic, but the final result is an enjoyable blast from the past",Riccardo R,False,False,False,False,3.5,6d ago,Riccardo R,RT,42aa8aa7-b091-47d4-8ad6-9552a8f4428b,/user/id/42aa8aa7-b091-47d4-8ad6-9552a8f4428b,
600,4.5,"Even better than the original! There are enough references to the first movie to keep you engaged, but some fresh stuff to startle you too! No spoilers. Just watch it!",Kathie D,False,False,False,False,4.5,6d ago,Kathie D,RT,Facebook_10152210273069219,/user/id/Facebook_10152210273069219,
601,5.0,Liked how they honored the original movie and how they included Val K. In the movie.,olivette950gmailcom,True,False,False,False,5.0,6d ago,olivette950gmailcom,Fandango,C7EF1BC7-C1EB-47C9-A5EC-A1553A56312F,,
602,5.0,Wow. Impeccably crosses the nostalgia of the original with modern day cinematics. Sets an incredibly high bar for past and future reboots. It's a must see,Tobias C,False,False,False,False,5.0,6d ago,Tobias C,RT,Facebook_506533865,/user/id/Facebook_506533865,
603,2.0,"the flying shots were ok but,the acting was very childlike ,not for adults, appealing mostly to teens,waste of money",Chris P,False,False,False,False,2.0,6d ago,Chris P,RT,Facebook_3250704278278748,/user/id/Facebook_3250704278278748,
604,5.0,"Off top, at the outset, DE&I was prevalent in the opening scene. The story was excellent with closing the loop with Goose and Ice Man. 😀😀😀😀😀",E. F,False,False,False,False,5.0,6d ago,E. F,RT,Google_111607107929395460946,/user/id/Google_111607107929395460946,
605,5.0,I really enjoyed this movie!!! “Recommend”,Alejandro,True,False,False,False,5.0,6d ago,Alejandro,Fandango,FD8AB06A-BEE6-4501-AE89-398922524672,,
606,5.0,"Awesome!  My kids said it was excellent too. No topics forced down your throat, just flying fun. Took me back to the original. Glad to see the old characters too",Kevin,True,False,False,False,5.0,6d ago,Kevin,Fandango,b9241fbc-b152-4a17-8784-066127c173f8,,
607,4.5,Very good action-packed movie good theater good Lighting and Sound,Kenneth,True,False,False,False,4.5,6d ago,Kenneth,Fandango,6e186a21-a7ab-4dca-a831-6e0d934da12f,,
608,5.0,"excellent movie, highly recommend, go see ASAP!",Jennifer k,True,False,False,False,5.0,6d ago,Jennifer k,Fandango,353f942b-1bce-4e73-ad25-682e28981aa7,,
609,5.0,"Finally a non ""woke"" movie that portrays service to, and fighting for the best country in the world in a positive light.  Kudos for not removing materials in the movie that offends our foreign adversary that violates human rights.  Action packed, good acting, great story line, and an ending that an audience can cheer for.  The good guys win.  It was so great to see the American ""can do"" portrayed throughout the movie instead of the tearing down of our great nation.  If I could give this movie 10 stars, I would.",Greg Z,True,False,False,False,5.0,6d ago,Greg Z,Fandango,846e1999-db65-4a2f-a87a-8c966198db35,,
610,5.0,"Much better than the first movie and the first was already amazing. The story of this one has surpassed a lot, the realism is impressive, very cool characters that remind the previous ones, a song that moves a lot and a giant nostalgia.",Eduardo R,False,False,False,False,5.0,6d ago,Eduardo R,RT,8a47adc8-68cc-4808-80d5-b61829485a68,/user/id/8a47adc8-68cc-4808-80d5-b61829485a68,
611,5.0,"I loved everything about Top Gun:  Maverick.  Such an excellent movie, well done on all accounts.",CJ,True,False,False,False,5.0,6d ago,CJ,Fandango,9960e575-1b5a-4129-a254-b7f250d567e6,,
612,3.0,"5 stars for the flight filming, 1 star for storyline and acting. Disjointed.",Elaine S,False,False,False,False,3.0,6d ago,Elaine S,RT,af0b6f0f-0b51-4f23-ad51-667e15d01e25,/user/id/af0b6f0f-0b51-4f23-ad51-667e15d01e25,
613,5.0,Quality at  it's best  well done,Kevin L,False,False,False,False,5.0,6d ago,Kevin L,RT,Google_109580873461540056039,/user/id/Google_109580873461540056039,
614,5.0,Great movie and theatre. Great seats and sound.,Andrew,True,False,False,False,5.0,6d ago,Andrew,Fandango,c9301c70-d1e7-48c3-b33e-61330fd740fc,,
615,5.0,Absolutely a Must See Indeed!,Lucas C,True,False,False,False,5.0,6d ago,Lucas C,Fandango,BC288960-1B0F-4E23-B33E-B0C2576CFADE,,
616,5.0,Exceptional in every way.,Marius M,False,False,False,False,5.0,6d ago,Marius M,RT,Google_118030659619167057380,/user/id/Google_118030659619167057380,
617,5.0,"Too Gun fans this movie did not disappoint. We went 
Two times and loved every minute.",stefanietilton U,True,False,False,False,5.0,6d ago,stefanietilton U,Fandango,3d49d441-0e9e-4ff2-9a33-9ee30c61b4a5,,
618,5.0,That's how you make an action movie!!!,Tony D,False,False,False,False,5.0,6d ago,Tony D,RT,Facebook_100000839612976,/user/id/Facebook_100000839612976,
619,5.0,Everything about it.,Linda,True,False,False,False,5.0,6d ago,Linda,Fandango,9a064895-514e-481d-9228-46813a3e3768,,
620,5.0,"Seen this film four times now. In an era of overused CGI and bland stories, Maverick is such a fantastic movie. Brings some nostalgia to the film but at the same time a separate and compelling story. A great caper to a terrific character in Pete Maverick Mitchell.",Dave W,True,False,False,False,5.0,6d ago,Dave W,Fandango,4f1eafb4-5f19-4e9a-b69c-28eab86ebf57,,
621,5.0,"Definitely as good as Top Gun 1 movie, just as much or even more intense as the first a must see for all saw this movie twice so far",Nancy,True,False,False,False,5.0,6d ago,Nancy,Fandango,1e1097fa-a189-47f3-8527-09e04fd82077,,
622,5.0,Best Aviation Movie Ever.,Bilal A,False,False,False,False,5.0,6d ago,Bilal A,Fandango,0D969BE6-9BB2-4A99-983E-1D14822D8C30,,
623,1.0,"Predictable, yawn fest",Google,False,False,False,False,1.0,6d ago,Google,Fandango,c9b67811-dacd-4c36-bb6f-b43d5adc96cd,,
624,5.0,great follow-up to a classic,Karl,True,False,False,False,5.0,6d ago,Karl,Fandango,B0A48959-97E7-41E3-827A-884D15181707,,
625,5.0,It will win the Academy Award for best movie ever made. Even better than Highlander.,Joseph W,True,False,False,False,5.0,"Aug 28, 2022",Joseph W,Fandango,d481a2d0-2710-4c3a-8116-418174c91cec,,
626,4.0,"it was a little draggy at parts, but overall, I liked the experience of seeing movie in theatre.  AMC Vestavia was clean, comfortable and staff friendly.",Nikki,True,False,False,False,4.0,"Aug 28, 2022",Nikki,Fandango,b3ab283e-bbf9-4c99-bb17-0a61eb5e684a,,
627,4.5,"Built with a heartfelt desire to give the viewer a real cinematic experience that is desperately needed in these years of CGI, Top Gun Maverick succeeds in a feat that seemed almost impossible: to make a sequel to 36 years of distance, remaining faithful to the original but shining with its own light. Breathtaking scenes and characters you feel sincere concern about are just two of the characteristics that make this film deserving of all the acclaim it has received and which raises the bar on how action movies should be made nowadays.",Jaime L,False,False,False,False,4.5,"Aug 28, 2022",Jaime L,RT,Google_107495570953870441873,/user/id/Google_107495570953870441873,
628,5.0,"36 years since i was taken to see the prequel premiere, a long time to wait for a sequel but... they nailed it. By FAR!! The Best movie I've seen on the big screen in many years!! A must see action to view in the theater! Almost bought it as a Top Gun bundle to just watch at home. Glad I didn't and seen it at The Village Cinema first. Great date night movie with my wife last night!",Dustin,True,False,False,False,5.0,"Aug 28, 2022",Dustin,Fandango,81903EB5-3E15-44E1-85E4-CAF82312881D,,
629,4.0,Can't believe it took 36 years for a sequel.   Good story line and life lessons.  The flying is excilerating.,Mary,True,False,False,False,4.0,"Aug 28, 2022",Mary,Fandango,203fc040-39ae-4f3c-ba4b-1da93d472615,,
630,4.5,Very good story and acting!,Lisa M,True,False,False,False,4.5,"Aug 28, 2022",Lisa M,Fandango,C9528302-9757-4326-B1E1-D40E73AD4C18,,
631,5.0,"SEEN IT MANY TIMES. MISTAKE IS THEY SHOULD HAVE PUT TOO GUN IN THE MOVIES RE RELEASING IT AT SAME TIME. WOULD HAVE BEEN AN EXTREMELY SMART MOVE AND MADE BILLIONS.  
BUT MAVERICK IS THEEEEEEE BEST OF THE BEST FILM!! THERE ARE NO MORE TOM CRUISES.  HE IS IS LAST OF HIS KIND. HE IS JUST TERRIFIC AND TALENTED AND OF COURSE GORGEOUS.  BEST SEQUEL EVER. LOVE THE RETRO FEEL TOO HOW HE BROUHT BACK THE PAST. WOULDNT WE ALL WANT A ONE WAY BACK TICKET TO WHEN TOP GUN CAME OUT. I KNOW ID GIVE ANYTHING. BUT LIKE COBRA KAI, YOU HAVE THE FEELING OF AHHHH YOU ARE HOME


HIGHLY RECOMMEND THIS MOVIE AND TO SEE IT OVER AND OVER AND OVER.",Patricia,True,False,False,False,5.0,"Aug 28, 2022",Patricia,Fandango,cb1209e0-63cf-4538-a70f-19da98296160,,
632,0.5,"Incredibly unrealistic and boring. If this were real life, drones would have been used. Much more accurate and would avoid loss of military lives. I want my $20 back.",David T,False,False,False,False,0.5,"Aug 28, 2022",David T,RT,Google_101005826267837882349,/user/id/Google_101005826267837882349,
633,5.0,Awesome!!! Best movie with dogfighting!!,Sakinda K,False,False,False,False,5.0,"Aug 28, 2022",Sakinda K,RT,Google_110580794927450747374,/user/id/Google_110580794927450747374,
634,0.5,The worst movie I have ever seen and I expected so much.,Vladimir S,False,False,False,False,0.5,"Aug 28, 2022",Vladimir S,RT,Google_104078588691805949226,/user/id/Google_104078588691805949226,
635,5.0,One of the best movies so far...,Dario R,False,False,False,False,5.0,"Aug 28, 2022",Dario R,RT,Google_105084947456445696455,/user/id/Google_105084947456445696455,
636,5.0,Loved the action.   Great acting,Ilene R,True,False,False,False,5.0,"Aug 28, 2022",Ilene R,Fandango,7df25c4b-02d1-400d-b954-8bc3a1bae853,,
637,5.0,"My part and I loved it. Can't fault it , great action/story that fits in well with the original film. A great feel good movie.",Paul H,False,False,False,False,5.0,"Aug 28, 2022",Paul H,RT,Google_116020803730193827522,/user/id/Google_116020803730193827522,
638,5.0,It was so exciting! I stayed on the edge of my seat! Love story was sweet and tastefully done. Just an all around fantastic movie! Wish we had more movies like this.,Susan,True,False,False,False,5.0,"Aug 28, 2022",Susan,Fandango,e7bcfd5f-bea7-420f-ac7b-d18e5a6749b9,,
639,4.5,"Was so great on the big screen. Love how it was filmed in real jets making for a fantastic spectacle! Good story, acting and bringing back the good times without being a cliché sequel.",Will G,False,False,False,False,4.5,"Aug 28, 2022",Will G,RT,978d5fe2-a8d0-4dce-af96-214b6071f4fc,/user/id/978d5fe2-a8d0-4dce-af96-214b6071f4fc,
640,4.5,Very Good Movie well made,JOSE,True,False,False,False,4.5,"Aug 28, 2022",JOSE,Fandango,adc22b99-a75a-417b-b9d8-d6d3182495e3,,
641,0.5,One the worst movie of recent times - bad acting and just a rehash of the same plot from 25 years ago - old TC looked ridiculous trying to play a hip guy - seriously cringe worthy,Info X,False,False,False,False,0.5,"Aug 28, 2022",Info X,RT,Google_100371200692098015700,/user/id/Google_100371200692098015700,
642,5.0,"Good movie, nice climax. Tom cruise acting is very nice. All crew are good. Overall very nice.",Dev Prakash,True,False,False,False,5.0,"Aug 28, 2022",Dev Prakash,Fandango,aa09feeb-aab6-460d-bba1-aa6660ce2889,,
643,5.0,All around great movie!!!,Mary V,False,False,False,False,5.0,"Aug 28, 2022",Mary V,RT,d0d1e534-4cb6-4df6-8ac1-5b69c1bc4813,/user/id/d0d1e534-4cb6-4df6-8ac1-5b69c1bc4813,
644,5.0,Tony Scott would be proud,Joel,True,False,False,False,5.0,"Aug 28, 2022",Joel,Fandango,C8619F09-7BE7-410D-ABA7-88037DD6489C,,
645,5.0,"Great story line, good family movie, very patriotic which we need more of in America.",tjcafarrand,True,False,False,False,5.0,"Aug 28, 2022",tjcafarrand,Fandango,836b67be-2a02-4729-9f46-74ec6e6f3c11,,
646,5.0,I liked everything about the movie,John,True,False,False,False,5.0,"Aug 28, 2022",John,Fandango,d15bfe87-2772-4d16-a19f-6ddc6e7ffcaf,,
647,5.0,EPIC!!  Better than the original (if thats even possible)!,Rachel L,True,False,False,False,5.0,"Aug 28, 2022",Rachel L,Fandango,18ed9d11-1b76-4650-8da7-7bb801a75e0d,,
648,5.0,It’s a masterpiece. Period.,Marla,True,False,False,False,5.0,"Aug 28, 2022",Marla,Fandango,BDB138E3-3B80-4163-915C-700552FAAA0E,,
649,5.0,"Loved the action, loved the story, well done!!",Martha,True,False,False,False,5.0,"Aug 28, 2022",Martha,Fandango,CF2100A3-598E-4A54-AC82-0E694C305F5E,,
650,5.0,It was better than I expected. So exciting!,Casandra v,True,False,False,False,5.0,"Aug 28, 2022",Casandra v,Fandango,0a8a3009-a32a-432a-a53e-cc856aae56c0,,
651,5.0,"Other than making feel really old, I remember watching the original in theaters, it's was great. Beginning to end action with a good story and great characters. The flight scenes alone are worth watching.",Dave M,False,False,False,False,5.0,"Aug 28, 2022",Dave M,RT,Google_110431331484299431417,/user/id/Google_110431331484299431417,
652,5.0,We loved everything about this movie!! Nothing to dislike!!!,Karen,True,False,False,False,5.0,"Aug 28, 2022",Karen,Fandango,d46eb035-d5ed-4688-8310-4012a1e11059,,
653,5.0,Patriotic when our nation needs it!,Cory,True,False,False,False,5.0,"Aug 28, 2022",Cory,Fandango,41b45718-06e0-497d-873d-caaae8bb3658,,
654,3.0,"Love aircraft and fight scenes the rest rather mundane Replay of original. Not a Tom Cruise fan in general.
Overall enjoyable just not great",Tory,True,False,False,False,3.0,"Aug 28, 2022",Tory,Fandango,6eb22f36-5e53-497a-88ab-bb0530e5aea4,,
655,5.0,"Weak plot, but who cares. The rest is so so great the plot weaknesses don't matter. At all!",Luca L,False,False,False,False,5.0,"Aug 28, 2022",Luca L,RT,Google_113229816263691158235,/user/id/Google_113229816263691158235,
656,5.0,"Fantastic Movie!!  Better than the first Top Gun. Took time to explain the backstory of main characters and their relationships and how they have developed.  Technically accurate, flying scenes were very well done! Gave great respect to Val Kilmer and the real-life health struggle that he is going through right now.",Felicia,True,False,False,False,5.0,"Aug 28, 2022",Felicia,Fandango,88edf438-9370-43d8-8f26-08a027ddd6cc,,
657,5.0,"Very heartwarming and 
Enjoyed Tom  Cruise in the compassionate role",Maggie,True,False,False,False,5.0,"Aug 28, 2022",Maggie,Fandango,cfb46f47-c7d9-4a39-bb54-4b7c69c07261,,
658,3.5,Fun theater movie. See it on the big screen.,Johnny S,False,False,False,False,3.5,"Aug 28, 2022",Johnny S,RT,12e91792-6917-405c-b6e5-bda813f040cc,/user/id/12e91792-6917-405c-b6e5-bda813f040cc,
659,4.5,"Some of the ""physics"" depicted in the movie, g-forces etc, are not entirely realistic but it can't be beat for pure feel good entertainment!",Ron P,True,False,False,False,4.5,"Aug 28, 2022",Ron P,Fandango,ae162e5c-1216-4295-a99a-a163a6e9a721,,
660,5.0,Great add up story .,Hicham,True,False,False,False,5.0,"Aug 28, 2022",Hicham,Fandango,3342ed62-1156-49fa-9b62-1e75061ef6d5,,
661,4.0,Well produced movie. The cinematography was great and had incredible shots of the flying sequences. The story line was about as good as the first Top Gun keeping to the 80s action film easy plot lines.,Ace,True,False,False,False,4.0,"Aug 28, 2022",Ace,Fandango,edbd9ef6-7dff-4d76-a0d0-1379cf725fd2,,
662,2.5,"Special effects were incredible and theater effects made it even better. Story was good, but extremely predictable. In fairness, nothing could top Top Gun, but it was worth the try.",Leo,True,False,False,False,2.5,"Aug 28, 2022",Leo,Fandango,c0c59173-f040-4669-81b0-86c7659ec1d4,,
663,5.0,Loved the flying scenes & of coarse Tom Cruise,Gina S,True,False,False,False,5.0,"Aug 28, 2022",Gina S,Fandango,bfa8cb31-e6e1-41c3-91b1-70fc7ede7aec,,
664,4.0,"solid fun and simple movie. A few corny bits here and there, but to be expected when going to the nostalgia of the original.",Matthew S,True,False,False,False,4.0,"Aug 28, 2022",Matthew S,Fandango,C88477A3-52C0-4F7C-A0DD-A743861AF17C,,
665,5.0,Liked that they kept some of the original music and people.,Tom,True,False,False,False,5.0,"Aug 28, 2022",Tom,Fandango,e698579c-052f-423d-82ba-05838c7e7c76,,
666,5.0,"Music great, action great, acting great!",Steve,True,False,False,False,5.0,"Aug 28, 2022",Steve,Fandango,a167d699-908e-4725-be4e-70587aa457de,,
667,4.5,A must see for all kids of the 80s. Excellent quality production- super sexy planes and a solid storyline.,Ashlie,True,False,False,False,4.5,"Aug 28, 2022",Ashlie,Fandango,4549ca5f-de59-4470-af48-815baa28a0cd,,
668,4.0,Definitely kept my attention!!!,Jayne,True,False,False,False,4.0,"Aug 28, 2022",Jayne,Fandango,eaf63f36-6e95-4916-ae21-3a062085b133,,
669,4.5,Loved the movie itself! It was really good! And great service !,Elexus douglas,False,False,False,False,4.5,"Aug 28, 2022",Elexus douglas,Fandango,39770f52-3558-4281-a477-600fbfd4b596,,
670,2.0,Rehash same old formula. Nothing original. LAME. Love Tom Cruise though. and Val Kilmer. xoxo,Sarah W,True,False,False,False,2.0,"Aug 28, 2022",Sarah W,Fandango,7BFFD9A2-709B-4622-8E67-394E532DD6F5,,
671,5.0,As good as the first movie! Loved it!!,Tasha R,False,False,False,False,5.0,"Aug 28, 2022",Tasha R,RT,Google_104634242651099949529,/user/id/Google_104634242651099949529,
672,4.5,Good story and actions stunts,Charrie,True,False,False,False,4.5,"Aug 28, 2022",Charrie,Fandango,56de509b-33ce-4561-9239-92c620214a4e,,
673,5.0,"Quite an exhilarating, emotionally charged and entertaining movie all at once. Only a fine actor like Tom Cruise can pull that off!",Abdulkareem K,False,False,False,False,5.0,"Aug 28, 2022",Abdulkareem K,RT,Google_104958718685911877421,/user/id/Google_104958718685911877421,
674,5.0,It was fantastic. A perfect follow up to the original Topgun. I actually liked it better than the first show. Saw it on screen X which was unbelievable.,Jim,False,False,False,False,5.0,"Aug 28, 2022",Jim,Fandango,460b39ff-a33c-4147-b50c-be49103d3ecb,,
675,5.0,great movie. Action and a love story. work out great for my husband and I.,Izzy,True,False,False,False,5.0,"Aug 28, 2022",Izzy,Fandango,20803220-47F6-4C3A-9C6D-9FC463D1A1EF,,
676,5.0,The Big Screen gave an impactful sense of being in the middle of the flight patterns and the intensity of the scenes.,Higgy,True,False,False,False,5.0,"Aug 27, 2022",Higgy,Fandango,d5eaf64b-b990-4c12-be2d-18dde4e89935,,
677,4.5,"Unquestionably better than its predecessor. (Which is a bad film.) More meaningful story and greater flight scenes. I like that there are more actions after the mission is succesful, so the action is not restricted to the mission's rules and plan.",Alix F,False,False,False,False,4.5,"Aug 27, 2022",Alix F,RT,Google_101131903802816188043,/user/id/Google_101131903802816188043,
678,5.0,What a great movie! Reminded us of our life in the military!,BJ McChesney,True,False,False,False,5.0,"Aug 27, 2022",BJ McChesney,Fandango,6c8ca605-5633-4564-8bac-3b3ec94b0b2a,,
679,5.0,Well worth the wait for sure...it was a fantastic movie!!!,Jason,True,False,False,False,5.0,"Aug 27, 2022",Jason,Fandango,5D26B599-78AC-4F32-BD06-345DDB5575E4,,
680,4.0,It was a great stand alone movie as well as a great sequel. Tom Cruise and Miles Teller were perfect for their roles. Some of the plot was predictable but thats what happens when you add a love interest to an action movie. It was nice to see it on the big screen and I will definitely watch it again at home.,Trent A,True,False,False,False,4.0,"Aug 27, 2022",Trent A,Fandango,dd256d2f-c7de-4803-8833-ffd4fb196c93,,
681,5.0,Great action scenes and flashbacks.,Phillip P,True,False,False,False,5.0,"Aug 27, 2022",Phillip P,Fandango,69837b99-b233-4dff-8c18-6bc419333340,,
682,5.0,Awesome. Just awesome.,Alan P,False,False,False,False,5.0,"Aug 27, 2022",Alan P,RT,Google_117849384947712242006,/user/id/Google_117849384947712242006,
683,5.0,"I think I liked this even more than the 1st part! How is it even possible? It's funny, it's entertaining, yeah (hell yeah) it's over the top 😄 but most importantly: it gives you the vibe of those movies you watched as a kid over and over again. 10 out of 10. Easily!",Tamara S,False,False,False,False,5.0,"Aug 27, 2022",Tamara S,RT,Facebook_10153913635917255,/user/id/Facebook_10153913635917255,
684,5.0,The Stars talk for themselves and I'm no fan of TC,Hellsons ,False,False,False,False,5.0,"Aug 27, 2022",Hellsons ,RT,Google_111760290671671682744,/user/id/Google_111760290671671682744,
685,5.0,Predictable - but still awesome -  better in the theater for sure!,Michael  W,True,False,False,False,5.0,"Aug 27, 2022",Michael  W,Fandango,ee7c8ef4-814e-4230-a929-7071d9396a3a,,
686,5.0,Maverick!  What an Awesome movie! Glad I saw it on the big screen!,Lisa G,True,False,False,False,5.0,"Aug 27, 2022",Lisa G,Fandango,71423479-bb5e-42ba-8d9f-b73eec7230ca,,
687,3.0,If you can overlook the absurdity of portraying the US as the underdog in an attack on Iran because that country has '5th Generation Fighters' then this is an entertaining enough film. The aerial scenes are stunning; the rest is a cobbled together jumble of callbacks to the first film and credibility stretching plot points which are best just not to think too much about.,Andy B,False,False,False,False,3.0,"Aug 27, 2022",Andy B,RT,38c373e8-ba7c-453e-ac58-1b370d98c8c9,/user/id/38c373e8-ba7c-453e-ac58-1b370d98c8c9,
688,5.0,Just as good as the original!,Fred,True,False,False,False,5.0,"Aug 27, 2022",Fred,Fandango,5d2c655c-a5bc-4c2f-accc-96898fa2333b,,
689,5.0,Finaly fantastic movie!!!,HI-DENT ,False,False,False,False,5.0,"Aug 27, 2022",HI-DENT ,RT,Google_106194787594585326287,/user/id/Google_106194787594585326287,
690,5.0,Best movie I've seen in a decade,Jack,False,False,False,False,5.0,"Aug 27, 2022",Jack,Fandango,782de47c-ef08-4998-9f8e-a07a3dfbe983,,
691,5.0,Awesome movie! It's worth the price to see it in a theater.,ST,True,False,False,False,5.0,"Aug 27, 2022",ST,Fandango,8e01940f-5669-4fa4-9841-8889b007ed5d,,
692,5.0,Enjoyed every last millisecond. Diverse cast without it feeling like libtards are shoving it down my throat due to being a genuine plot and storyline. Amazing feel good film,Lee N,False,False,False,False,5.0,"Aug 27, 2022",Lee N,RT,Google_105696452821848134672,/user/id/Google_105696452821848134672,
693,5.0,learn how to make prefect sequel story continue,Harish R,False,False,False,False,5.0,"Aug 27, 2022",Harish R,RT,Google_108067206254573722976,/user/id/Google_108067206254573722976,
694,5.0,Movie of the damn year,28- 3,False,False,False,True,5.0,"Aug 27, 2022",28- 3,RT,Google_117767782324133970644,/user/id/Google_117767782324133970644,
695,3.5,"I thought the movie overall was good but the interpersonal story line seemed rushed in many places. I thought Hangman's character was awful. His whole persona seemed forced and over the top. A true American Psycho type personality, like he had a serial killer sideline when he wasn't flying. 

John Hamm was barely passable, they could have done much better there. They should have swapped roles with Ed Harris. Harris would have brought more to that role. 

Top Gun will always be a classic. The supporting actors were much more polished in that one.  This one, not so much, but still very entertaining.",Mike H,False,False,False,False,3.5,"Aug 27, 2022",Mike H,RT,2e624d1f-a4d5-45bb-aed2-d0c64c9d22df,/user/id/2e624d1f-a4d5-45bb-aed2-d0c64c9d22df,
696,5.0,It is as good as the original,JAck,True,False,False,False,5.0,"Aug 27, 2022",JAck,Fandango,96b3caae-bccc-4b7a-b90f-e6eafaf86903,,
697,5.0,"The best movie of the year, and one of the best sequels ever made. It has a perfect blend of comedy, action and emotion.",Scorch ,False,False,False,False,5.0,"Aug 27, 2022",Scorch ,RT,Google_106834778087875177517,/user/id/Google_106834778087875177517,
698,5.0,"Espectacular, simplemente espectacular",Dani B,False,False,False,False,5.0,"Aug 27, 2022",Dani B,RT,Google_108809994131646516127,/user/id/Google_108809994131646516127,
699,5.0,Best movie of 2022 so far!,,False,False,False,False,5.0,"Aug 27, 2022",,Flixster,df0adcb2-0a3d-433b-9fe0-62013d6a0b1d,,
700,5.0,"Tremendous job, incredibly well done!  Instant Classic like the original",Trent F,True,False,False,False,5.0,"Aug 27, 2022",Trent F,Fandango,607630d9-a445-494b-bd54-3f92fe2d827d,,
701,5.0,"Best movie of the year.  Tom Cruize may get his oscar now.  It was an action-packed, sensitive... a great movie.",Donna M,False,False,False,False,5.0,"Aug 27, 2022",Donna M,RT,Facebook_100000091096666,/user/id/Facebook_100000091096666,
702,5.0,Great flying and compelling story.,Larry,True,False,False,False,5.0,"Aug 27, 2022",Larry,Fandango,66ec2580-e6ed-4a99-9f49-f1d27264fcd7,,
703,5.0,"wonderful, brilliant",Nachoo F,False,False,False,False,5.0,"Aug 27, 2022",Nachoo F,RT,Facebook_1573184712876057,/user/id/Facebook_1573184712876057,
704,5.0,Daaaaaammmmmm bro this film was awesome considering I didn't watch the first one I will rewatch this one and defo watch the next one. Give Tom Cruise more money God dam it !!!,Shemar S,False,False,False,False,5.0,"Aug 27, 2022",Shemar S,RT,52081739-e2aa-437f-8840-77d88f86e818,/user/id/52081739-e2aa-437f-8840-77d88f86e818,
705,5.0,"Amazing! Cried like I never cried before. Absolutely life changing experience. The incredible sound effects, the emotional turmoil, the victory and then the forgiveness! What more could you want. 10/10",Nicolien F,False,False,False,False,5.0,"Aug 27, 2022",Nicolien F,RT,Facebook_10160280990458126,/user/id/Facebook_10160280990458126,
706,5.0,Action very realistic.,NEP,True,False,False,False,5.0,"Aug 27, 2022",NEP,Fandango,56f7edf6-186f-4841-8240-1e31bd18cfc5,,
707,5.0,I’m watching it again and again. I loved this movie. ,,False,False,False,False,5.0,"Aug 27, 2022",,Flixster,9f530786-303c-4c6e-b79a-46deb774e6d0,,
708,5.0,"Thanks, I got great entertainment",arra p,False,False,False,False,5.0,"Aug 27, 2022",arra p,RT,8369561a-c093-404e-adb2-7218ee262acb,/user/id/8369561a-c093-404e-adb2-7218ee262acb,
709,4.0,It was a good feeling movie.  It reminded me of movies from another era.  Not a “fantasy “ type movie,Lewis W,True,False,False,False,4.0,"Aug 27, 2022",Lewis W,Fandango,0BADAECE-F461-49BA-8F3D-890908B60645,,
710,5.0,"This is as cheesy and cliché as the original one.
And, it is just as great.",Sarah L,False,False,False,False,5.0,"Aug 27, 2022",Sarah L,RT,Google_106637212000823804242,/user/id/Google_106637212000823804242,
711,5.0,Action packed. Very entertaining.,John,True,False,False,False,5.0,"Aug 27, 2022",John,Fandango,c1c0d2d9-3a40-41f6-8fff-8c8cbac276c0,,
712,3.5,"Spoliers Spoilers  Spoilers Spoilers

So this was a very solid film, with good pacing, great sound effects and music (watched at a friends with surround sound) very similar to the first film in that regard.  There were some edge of your seat moments for sure.

The main good point pf the film is NO POLITICAL BS!!!  Just a film to entertain people.  The enemy isn't even named.

The bad: now that I have seen the film, I don't need to watch again (because I know the outcome); cliches abound here including the guy saving maverick at just the exact right moment because...film; the missing landing gear should have been a much bigger deal than it was; the mission went too smoothly, the best parts were during the training scenes; also how did Rooster and Maverick make it back to that runway, it seemed they were a long way away from it (tom cruise also runs as per usual in his films, not a bad thing just decided to list that here).",Dan O,False,False,True,True,3.5,"Aug 27, 2022",Dan O,RT,9784953e-924f-4d32-96af-9593f7a41eaf,/user/id/9784953e-924f-4d32-96af-9593f7a41eaf,
